,asdf_id,shapeName,COORD_X,COORD_Y,poly_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,rank_imds,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,ln_NTLpc2012,ln_NTLpc2013,ln_NTLpc2014,ln_NTLpc2015,ln_NTLpc2016,ln_NTLpc2017,ln_NTLpc2018,ln_NTLpc2019,ln_NTLpc2020,ln_t400NTLpc2012,ln_t400NTLpc2013,ln_t400NTLpc2014,ln_t400NTLpc2015,ln_t400NTLpc2016,ln_t400NTLpc2017,ln_t400NTLpc2018,ln_t400NTLpc2019,ln_t400NTLpc2020,co2015,co2016,co2017,co2018,co2019,co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,geometry
174,174,Azurduy,-64.432695,-20.181806,4,Azurduy,10201,Chuquisaca,2,Chuquisaca-Azurduy,BOL-ADM3-33444609B52543177,37.900002,333,10948,0,86.800003,87.699997,0.44,12.8,40.599998,16.9,26.6,4.0,34.900002,36.200001,48.099998,0,0,1,9,205,99,8,7,8.5,75.400002,50,82.0,1,0,1.2,0.4,45.700001,19,0,16.299999,27,13,0.0,21.4,69.800003,30.700001,14.0,41.299999,9,0,0,1,0,11,1.3,0.57,48,31.799999,36.900002,77.699997,0.0,2,0.7,0,0,0,0,75.699997,88.0,0.1,998,7.65,46.439999,66.82,32.189999,62.110001,12.78,27.42,26.219999,7.92,41.900002,19.82,75.989998,49,79.559998,12.61,11718.431,11621.795,11556.641,11482.748,11421.702,11347.314,11271.7,11218.071,11136.529,11078.656,11009.387,10927.535,10841.824,10781.227,10729.294,10678.863,10616.3,10559.768,10491.79,10436.736,11.136693,11.400161,11.328924,11.476696,11.913466,13.052657,12.948467,12.834251,12.772471,11.048312,11.310169,11.572208,11.834868,12.097983,12.360485,12.620847,12.879276,13.136794,398.69928,400.34402,402.1955,405.77432,407.83008,409.04111,398.44647,400.64352,402.85324,405.07574,407.30936,409.55389,"MULTIPOLYGON (((-64.54591511539157 -20.43296670236041, -64.56191333404405 -20.4007927913143, -64.5537171273756 -20.376100052197486, -64.57165676489818 -20.364439217995624, -64.56977028314697 -20.33219290679191, -64.58513422726034 -20.25065611100063, -64.59465387704098 -20.23014218810554, -64.57937590039194 -20.20471007784307, -64.58745653927666 -20.168172447776378, -64.58206675026341 -20.14429200959457, -64.59094391443706 -20.08722005978024, -64.60426842188372 -20.05765267240706, -64.60814685504572 -20.01845154902475, -64.5737606132799 -20.00466663590797, -64.4977089648132 -19.996590782468235, -64.47074853011016 -20.022097808208102, -64.45836259682608 -19.991560238623407, -64.46463595636655 -19.974809644748166, -64.45412515973857 -19.943723687111316, -64.45690281822331 -19.924245989400003, -64.45709189591433 -19.841377307542512, -64.43153888270861 -19.835333650346126, -64.4138898484529 -19.82237907863175, -64.3617194469674 -19.82970087078152, -64.3112056600579 -19.85246444503892, -64.3103368768865 -19.86032888548656, -64.32669050341875 -19.921340639081116, -64.32076278934042 -19.975432809890854, -64.35025823287518 -19.98605685886357, -64.3520585114005 -20.00485633803503, -64.33137072724661 -20.041839447754477, -64.31769395800418 -20.045380241739064, -64.29841774453126 -20.080205658882953, -64.29128520033763 -20.112283557741538, -64.30036535997631 -20.140986111580716, -64.31476677738061 -20.1507677263013, -64.31622520730704 -20.183425398975796, -64.30176764188859 -20.193475602709494, -64.29424648435443 -20.221029154291365, -64.29630722470075 -20.25151982791005, -64.31342127992478 -20.27777855291806, -64.29213451504 -20.31945732241509, -64.28037072323038 -20.390584635555317, -64.29105717929389 -20.409826188924974, -64.29140177703079 -20.457107245957786, -64.3222048858362 -20.450824041180425, -64.37040694632692 -20.463802306708683, -64.3848946774368 -20.463377388639195, -64.39974666884048 -20.48262265854574, -64.42631041232127 -20.480463374799193, -64.44252690032516 -20.45666978613462, -64.47271146038763 -20.458187205197483, -64.53031416236924 -20.44942335303481, -64.54591511539157 -20.43296670236041)))"
146,146,Sena,-67.359346,-11.855364,334,El Sena,90303,Pando,6,Pando-El Sena,BOL-ADM3-33444609B58600296,37.599998,334,11338,31,74.099998,97.099998,0.52,1.2,25.700001,17.200001,258.20001,13.0,56.099998,24.5,31.9,0,0,45,19,0,148,10,8,5.2,96.699997,0,0.0,1,0,1.0,0.5,21.0,33,0,16.6,59,12,0.4,3.4000001,70.800003,32.799999,16.0,43.700001,9,0,1,0,0,4,1.5,0.35,128,2.2,61.599998,39.200001,0.0,2,38.5,0,8,0,0,56.900002,89.099998,0.1,505,5.77,56.41,66.900002,17.75,69.349998,9.93,27.4,33.310001,13.39,68.629997,20.76,43.610001,54,70.720001,5.46,2221.2825,2499.6477,2816.9282,3173.9587,3572.7,4022.3979,4524.8589,5097.8315,5738.5923,6463.6094,7276.335,8187.1621,9219.2139,10380.714,11689.264,13158.356,14812.439,16678.1,18780.93,21145.764,,,10.845253,11.212099,11.11106,11.445148,12.062469,12.601957,12.335615,10.16027,10.459231,10.758072,11.056716,11.355305,11.654367,11.953827,12.253077,12.551785,401.40097,401.48016,405.01282,407.53113,409.51468,412.7131,400.36392,402.70691,405.06628,407.44144,409.83228,412.23834,"MULTIPOLYGON (((-67.00160800994949 -11.335892647241106, -67.0016062060367 -11.753618408195111, -67.00160767135775 -12.003619363695348, -67.0016117779141 -12.400330105502535, -67.00025572301907 -12.469943408967112, -67.99626249563354 -11.84968111991551, -67.96379495751283 -11.845938632780408, -67.97458619466526 -11.81786708423675, -67.9695173518096 -11.793839348700768, -67.94793612431803 -11.764201789558527, -67.91998365451617 -11.752273951534304, -67.91802887294178 -11.71703900387013, -67.89522849236839 -11.695124289695917, -67.86804084624747 -11.686529800299427, -67.82391059996066 -11.684533396767247, -67.78841669539159 -11.698482285113064, -67.74678306025854 -11.681630226276804, -67.73178063082526 -11.666558632179441, -67.71231176058663 -11.6199697645558, -67.70084397589235 -11.60627689719838, -67.67161232364295 -11.591199106436193, -67.68264710312668 -11.565603768756935, -67.66814001757308 -11.512639316421069, -67.65836162914471 -11.500468774920892, -67.60876681000217 -11.472741781671182, -67.56666750450962 -11.471931893168634, -67.53919121842078 -11.466339440106697, -67.5157029470427 -11.474102272083282, -67.49791807437857 -11.49568450383148, -67.46887157925279 -11.496291136846661, -67.4417429020487 -11.511454584684518, -67.40744258424827 -11.517027989635476, -67.3971229454937 -11.537431062724586, -67.35269228971501 -11.54021345258167, -67.33934285025603 -11.53665176675579, -67.3133672861351 -11.496038786355014, -67.282430080241 -11.479339570832575, -67.24375235745116 -11.472805147705197, -67.22724233969527 -11.459521208013417, -67.21707944369763 -11.414148475638447, -67.18812179389735 -11.36860006934144, -67.16121957341355 -11.348733385186211, -67.1132495554728 -11.343581344875973, -67.0633499817068 -11.342651946336941, -67.0299976728476 -11.333794119285479, -67.00160800994949 -11.335892647241106)))"
329,329,Tacobamba,-65.553892,-19.212862,209,Tacobamba,50303,Potosí,7,Potosí-Tacobamba,BOL-ADM3-33444609B31051948,37.200001,335,11251,0,82,93.199997,0.391,1.6,49.200001,11.3,3.0,0.0,20.799999,52.799999,70.599998,0,0,0,8,0,46,6,9,2.3,75.099998,54,39.400002,1,0,0.9,0.7,44.0,5,0,33.099998,17,10,0.0,7.3000002,74.599998,52.099998,10.3,24.6,0,0,0,0,12.3,5,0.7,0.57,27,46.0,17.6,97.5,0.0,2,0.0,0,0,0,0,69.300003,78.699997,0.0,976,4.72,28.870001,67.010002,25.33,68.849998,7.28,28.75,47.720001,6.21,35.849998,27.74,77.540001,50,70.110001,12.17,13998.033,13812.063,13756.602,13718.344,13672.695,13592.927,13499.018,13289.339,13231.026,13136.648,13148.424,13208.288,13205.787,13156.619,12946.036,12850.814,12940.568,12762.936,12740.899,12692.947,12.369984,12.689659,12.598029,12.489933,12.158588,12.688954,12.67971,12.454457,12.506784,12.507328,12.51003,12.51238,12.514539,12.516868,12.519676,12.522372,12.524792,12.52716,396.98102,399.13443,401.21509,404.63992,407.66495,410.21515,396.5452,399.2243,401.92267,404.64139,407.37949,410.13647,"MULTIPOLYGON (((-65.69236098534411 -19.291508896540574, -65.69797771728538 -19.2792778455542, -65.68821665227617 -19.24461705363453, -65.70484577865635 -19.230278803571938, -65.69986531863346 -19.1979808896307, -65.70634637564561 -19.1771966096305, -65.69207050931956 -19.163073868337197, -65.67018838871368 -19.170264504851943, -65.6571536662089 -19.14684011476668, -65.64770376079807 -19.11940816448473, -65.65786728942999 -19.096229222923657, -65.6491329255047 -19.06302038093935, -65.65954801794447 -19.033424007880665, -65.64994795135816 -19.013305554923388, -65.63276733846197 -19.01122384717737, -65.61710317338705 -19.01384112925021, -65.60212223818797 -18.994959662377678, -65.58733823092254 -18.997756478954255, -65.56748463488428 -19.02406679722343, -65.55413199276435 -19.065094660215404, -65.54087437568667 -19.0853592654006, -65.51432626332037 -19.092736393005847, -65.49595687550426 -19.0895775098727, -65.46990200035572 -19.122626879125704, -65.44508096442227 -19.13457322672333, -65.40624758627013 -19.14382466579836, -65.39291279261344 -19.172647670617664, -65.39296047339293 -19.204388749230137, -65.37532194920034 -19.236238215075197, -65.40316209598903 -19.23396841545408, -65.4174008164437 -19.272277261493723, -65.44416285911053 -19.278934703262095, -65.46341735313018 -19.291986095195565, -65.44973321476104 -19.323618159762024, -65.48248072418367 -19.334877213891605, -65.46934838408892 -19.35954448403636, -65.4670816181793 -19.41376104280677, -65.5059434543273 -19.42572425523291, -65.54949731589136 -19.422939562915488, -65.54701308989178 -19.38716451015326, -65.551422068395 -19.368982136400973, -65.5877839759162 -19.32096319758145, -65.61876284569388 -19.32159806206139, -65.64753328470943 -19.310252186534584, -65.67184120478183 -19.34066514485264, -65.69069014914687 -19.310753741777738, -65.69236098534411 -19.291508896540574)))"
222,222,San Pedro,-66.59048,-11.024991,330,San Pedro,90202,Pando,6,Pando-San Pedro,BOL-ADM3-33444609B11509981,36.400002,336,3356,0,,97.699997,0.508,2.0,25.700001,17.200001,101.2,26.0,41.099998,34.900002,47.700001,0,0,9,0,0,76,9,20,5.8,95.599998,0,80.0,0,0,1.0,0.4,30.6,60,0,31.9,43,5,0.0,,64.400002,25.1,15.4,38.200001,0,0,0,0,0,4,1.5,0.42,,1.7,60.099998,37.099998,0.0,2,18.4,0,0,0,0,50.099998,77.0,0.0,715,0.65,56.869999,72.800003,29.059999,58.889999,20.51,28.620001,16.209999,3.71,71.800003,21.549999,51.029999,46,59.119999,8.35,1801.5901,1924.4839,2405.6665,2392.4509,2258.3142,2627.2578,2844.5593,2941.7578,2987.5098,3235.2405,3268.1558,3383.9194,3663.8953,3987.1689,4265.2817,4741.2568,5143.437,5592.4741,6102.2754,6663.3828,12.718737,12.253491,12.68138,11.970791,13.059818,13.134261,12.805609,12.057361,12.16077,12.544586,12.545607,12.545219,12.542918,12.53854,12.530486,12.518462,12.503687,12.488093,398.76868,403.69595,404.88699,408.42529,408.66187,413.67773,399.73422,402.36044,405.00119,407.65793,410.33112,413.02341,"MULTIPOLYGON (((-66.50158542127018 -11.087286583655388, -66.54902098279901 -11.14420580029915, -66.57985067181882 -11.16358317772521, -66.6113079935464 -11.13992633443631, -66.63658838989252 -11.127502099991426, -66.65229337909996 -11.149622478451718, -66.63738575291735 -11.172650069964238, -66.64075173916999 -11.1875963448141, -66.67002745985715 -11.184765462302545, -66.6978428923236 -11.195119067298721, -66.72109957948376 -11.223799344223416, -66.75099802642912 -11.191124257205868, -66.79128226457885 -11.167512567431999, -66.81092003602234 -11.183917234097422, -66.79406616776149 -11.209235921875168, -66.79504416104795 -11.243753147803258, -66.80591393670919 -11.266980573894239, -66.8573929065585 -11.302938998360261, -66.86866141619417 -11.299385542989736, -66.89320257695513 -11.256555109302283, -66.91522671144911 -11.239301125569073, -66.94381768326251 -11.243589347884994, -66.95098132485892 -11.2582863069326, -66.94386359732019 -11.279759950292284, -66.95075010641133 -11.3079666795146, -66.98124634313336 -11.33766173183793, -67.00160800994949 -11.335892647241106, -67.0016137103111 -10.970121687122148, -66.96870587611174 -10.954265642565936, -66.93342836882302 -10.948910948192148, -66.90892483903015 -10.965866554074172, -66.8756006472526 -10.969079595380272, -66.86421564203522 -10.958382378767874, -66.84278814915102 -10.969805506366082, -66.82529548392591 -10.957915940442302, -66.80666317475806 -10.965597129497135, -66.79620270533016 -10.9859907410884, -66.75765350600975 -10.983585594372865, -66.75278850812808 -10.999647128413743, -66.73138261304469 -10.994801371451604, -66.72391874597 -10.979671830276752, -66.68167182027216 -10.976445355027119, -66.64539871035683 -10.948804112300712, -66.64545190691182 -10.92981025801664, -66.60955769074167 -10.90068699383951, -66.5433369231445 -10.875269532014288, -66.5424189446569 -10.863307884042422, -66.49189144155895 -10.832613363756428, -66.4461857683276 -10.825662945846606, -66.41590217884034 -10.816292652497582, -66.3973008943522 -10.821156635402785, -66.39055513808097 -10.84012446382849, -66.33385010014007 -10.840308116704485, -66.31311149054805 -10.854403705492718, -66.28947264262126 -10.853096698751543, -66.26493053150706 -10.836309397197144, -66.24722128744102 -10.842605570857604, -66.2306383686416 -10.828401835267437, -66.21822349445789 -10.832210120831688, -66.14731374489038 -10.814706498337255, -66.11890878836552 -10.8018229152532, -66.08679416939415 -10.825967031807794, -66.06577051160698 -10.810089316538201, -66.04006078726837 -10.819738240509711, -66.01031695060945 -10.813112289100516, -66.07177072220121 -10.847532628109079, -66.05595404785566 -10.867067385032481, -66.02850279467533 -10.854537659756835, -66.01309524729125 -10.86370930526513, -66.03823191415884 -10.889046882208099, -66.04910871454786 -10.914007220745457, -66.04696764633529 -10.941845542082289, -66.05579109812948 -10.981962526822942, -66.06612978805234 -10.991323580527771, -66.09229684888497 -10.990081324358265, -66.10363645474125 -10.926646544695918, -66.12196185377785 -10.91228792947229, -66.15461148974478 -10.91320516614842, -66.17980508289139 -10.949769479165635, -66.18309418817759 -10.970260021599453, -66.21613969490627 -11.008234525763847, -66.25296469063242 -11.023676992816867, -66.27598832305179 -11.024840955832168, -66.27402810341883 -10.985430030673955, -66.28784023530717 -10.956486279071006, -66.3047826145148 -10.966198273725988, -66.3021262628898 -10.981664715452485, -66.31653035952165 -10.99937628057355, -66.33508587842364 -11.007667300571716, -66.34312513152832 -11.028535089284528, -66.34188186704459 -11.05912244921475, -66.35988069757177 -11.076013882523286, -66.41037755168098 -11.085774876930456, -66.41130537631136 -11.062832994096908, -66.43346055597861 -11.047721881091858, -66.44575452749369 -11.053324495322844, -66.44493501974252 -11.075394255922713, -66.43285291815242 -11.089227074591061, -66.43887195634889 -11.120027062465292, -66.45479948942666 -11.122737391032382, -66.4699281385276 -11.093630418251744, -66.50158542127018 -11.087286583655388)))"
39,39,Tinguipaya,-65.904561,-19.170294,200,Tinguipaya,50102,Potosí,7,Potosí-Tinguipaya,BOL-ADM3-33444609B69045844,36.400002,337,31591,0,93.599998,95.5,0.368,6.0,49.200001,11.3,5.9,0.0,17.799999,60.0,81.800003,0,0,0,3,0,80,9,9,2.8,73.199997,70,51.400002,2,0,1.0,0.7,68.300003,12,0,40.700001,12,9,0.0,30.1,75.800003,52.700001,14.2,35.099998,0,0,1,0,6.4000001,12,0.3,0.57,16,48.099998,32.099998,89.199997,0.0,2,0.0,0,0,0,0,62.400002,86.199997,0.0,354,3.6,31.280001,61.029999,23.440001,69.519997,20.860001,30.809999,34.09,14.38,35.560001,19.07,77.440002,50,71.599998,3.07,20874.648,21245.277,21699.049,22101.734,22498.291,22950.773,23415.914,23819.98,24309.484,24833.559,25289.629,25948.953,26419.465,26970.133,27567.664,28024.717,28534.002,29027.607,29639.953,30234.707,11.004858,11.207767,11.169427,11.146696,10.578244,11.201889,11.441593,11.016861,11.242233,11.052983,11.067288,11.081511,11.095903,11.110937,11.127213,11.143996,11.160745,11.177654,397.34729,401.41452,402.61261,405.36029,407.06906,409.95633,398.06683,400.40744,402.75989,405.125,407.50323,409.8956,"MULTIPOLYGON (((-65.8637982760215 -18.97966113755288, -65.85124557378494 -19.00596615854513, -65.82302844494164 -19.02703891244159, -65.76892464512369 -19.030741681438563, -65.73269523734592 -19.05584421420139, -65.74172066112824 -19.075330197592383, -65.69822659234904 -19.12578007186214, -65.68828400876144 -19.14217762675176, -65.6571536662089 -19.14684011476668, -65.67018838871368 -19.170264504851943, -65.69207050931956 -19.163073868337197, -65.70634637564561 -19.1771966096305, -65.69986531863346 -19.1979808896307, -65.70484577865635 -19.230278803571938, -65.68821665227617 -19.24461705363453, -65.69797771728538 -19.2792778455542, -65.69236098534411 -19.291508896540574, -65.76329988200102 -19.304886411080425, -65.77016496623801 -19.335240714229304, -65.79147198327183 -19.364154332803516, -65.83050151864884 -19.385193252099356, -65.8528214360509 -19.365891973590603, -65.85720607777561 -19.325598947363062, -65.87921179794851 -19.31674861888717, -65.89161697688922 -19.2966593819103, -65.94599292451797 -19.27900925483686, -65.97416914863157 -19.28361504395589, -66.03764067700115 -19.338648275152828, -66.04693596101784 -19.325471624681892, -66.07203195900661 -19.326393423989497, -66.12536453560517 -19.28942114979308, -66.13014942399997 -19.245575079949038, -66.12945988129648 -19.2226050188518, -66.1189466473816 -19.19685874928892, -66.10073059486905 -19.174485345635727, -66.11273157875647 -19.1570128069429, -66.08610411761164 -19.099781998138354, -66.09297086648884 -19.08508775055651, -66.07714615096097 -19.07367997386049, -66.0622817868097 -19.048589354550963, -66.04303432684492 -19.04449913585279, -66.03635917996701 -19.027455674742438, -65.99626306992619 -18.990419374485143, -65.93395426971838 -18.97284733809761, -65.88639032908907 -18.968927398991614, -65.8637982760215 -18.97966113755288)))"
40,40,San Pedro,-65.968319,-18.340654,214,San Pedro de Buena Vista,50501,Potosí,7,Potosí-San Pedro de Buena Vista,BOL-ADM3-33444609B29777572,36.299999,338,31718,0,90,93.300003,0.403,5.0,49.200001,11.3,4.2,0.0,22.299999,53.799999,71.599998,1,0,0,9,32,100,10,14,4.9,82.0,88,46.200001,1,0,1.0,0.8,59.599998,6,0,21.6,14,12,0.0,26.200001,70.800003,54.599998,11.4,26.6,3,1,0,2,10.5,7,0.6,0.53,24,59.900002,33.799999,92.400002,0.0,2,0.0,0,0,0,0,70.0,74.599998,0.0,640,3.41,29.85,60.560001,29.82,76.459999,14.9,26.66,39.369999,9.479999,35.48,16.620001,77.550003,50,67.75,7.27,28597.75,28756.199,29127.797,29417.012,29564.91,29840.85,30068.334,30359.547,30741.975,30854.98,31128.902,31481.523,31772.994,32048.477,32234.727,32484.236,32869.309,33120.625,33374.648,33658.379,11.036834,11.265066,11.296137,11.679723,11.695697,12.570256,12.705338,12.709385,12.969632,10.9429,11.204398,11.466153,11.728554,11.99157,12.255042,12.518078,12.780569,13.042878,398.0578,400.50916,402.96652,405.63278,408.94809,410.42636,398.03305,400.56769,403.11844,405.68561,408.26859,410.86679,"MULTIPOLYGON (((-66.29758432260826 -18.381302609816306, -66.27871244784896 -18.36534099438542, -66.24814810718966 -18.355700019009458, -66.24792822513572 -18.331866341386277, -66.26420662334263 -18.297729684949086, -66.28845623719238 -18.26984846906129, -66.27511106732963 -18.240395452684297, -66.23456570642958 -18.21552860143289, -66.21953954733355 -18.1892437037388, -66.2024146989977 -18.176019134781445, -66.19959956636998 -18.159779856960835, -66.21302512810435 -18.12276933430313, -66.19170207860196 -18.114664675381498, -66.18530400460102 -18.080518605592047, -66.15058751452729 -18.069520552002636, -66.13075443704618 -18.087515781320295, -66.10077190993914 -18.10321858602591, -66.0892030758123 -18.093630731541428, -66.04570988129484 -18.099915047757566, -66.02211582780619 -18.10845719047979, -66.01056555576085 -18.12812617813905, -65.99494408065186 -18.131735105479518, -65.98020097741264 -18.15791446185113, -65.94630556026708 -18.173397251226277, -65.9155716947978 -18.16829965917855, -65.89343942934751 -18.183741403028716, -65.86293934139019 -18.185005813141128, -65.8438708428175 -18.193045410587693, -65.82805331418805 -18.217827475403304, -65.82968311015455 -18.238216060816114, -65.80299053752299 -18.256497146322232, -65.78344493999792 -18.29942084452125, -65.72781347896151 -18.330280592565433, -65.71703593749986 -18.343487193073205, -65.69386300227092 -18.351932099651087, -65.683520009034 -18.387153939395336, -65.6842956098466 -18.41672178400628, -65.65547607599147 -18.44616269390079, -65.62331067769047 -18.463745332057947, -65.62380893713613 -18.50112345660545, -65.62563142426086 -18.53453178769641, -65.61938837882934 -18.542637183040945, -65.62586616191696 -18.57224030907009, -65.64258806131353 -18.579724644466207, -65.6612114559927 -18.61523202656781, -65.68828906961168 -18.61621235655362, -65.70249084328121 -18.608469281818138, -65.72068442507347 -18.58544904061077, -65.75936834600246 -18.55137540838294, -65.76955220722381 -18.525487872995427, -65.80739517246803 -18.51134150703665, -65.81572831106114 -18.500883659403524, -65.85779077409605 -18.476938477569227, -65.8827070575022 -18.477069837872257, -65.88088870222144 -18.513536256909347, -65.88665171110797 -18.53056585054425, -65.91268452995702 -18.54067782843653, -65.94133575021787 -18.538398462765812, -65.96239700479455 -18.523135950124807, -65.99588380836 -18.5198018175915, -66.02610972124442 -18.49547334865596, -66.05311316951779 -18.463097595561933, -66.08866893776239 -18.45461134018855, -66.10706718093209 -18.436284816507147, -66.11537147922375 -18.416939915224614, -66.1315413030661 -18.407748544507882, -66.16268944044194 -18.408335904428796, -66.18578269560754 -18.438427516576187, -66.18781555374579 -18.452062230565403, -66.20704992380556 -18.45980218137084, -66.2258066536889 -18.44654721442897, -66.25663268340651 -18.402797786912856, -66.29758432260826 -18.381302609816306)))"
300,300,Poroma,-65.385579,-18.622064,3,Poroma,10103,Chuquisaca,2,Chuquisaca-Poroma,BOL-ADM3-33444609B40832379,35.700001,339,18947,0,96.099998,95.900002,0.454,4.2,40.599998,16.9,11.1,3.0,27.700001,37.200001,48.599998,2,0,0,37,13,92,6,6,3.3,78.400002,83,75.0,1,0,1.0,0.6,43.700001,7,0,14.8,7,6,0.0,30.700001,70.599998,43.400002,14.0,37.0,0,0,0,1,1.7,7,0.6,0.53,12,49.700001,35.700001,94.0,0.0,2,0.0,0,0,0,1,78.800003,85.199997,0.0,475,1.24,33.349998,67.370003,40.959999,68.93,7.87,24.950001,26.719999,5.29,39.209999,14.61,77.550003,50,72.010002,4.88,21946.166,21775.377,21206.361,21006.84,22017.813,21620.781,21580.672,21826.258,22021.625,22227.17,22548.574,24100.66,22398.768,22483.348,21199.221,22175.078,23249.922,22754.773,23073.113,23160.898,9.428389,9.735379,9.51408,10.376223,9.891585,10.510271,11.314374,11.577715,12.067124,9.193893,9.514158,9.835299,10.158504,10.484158,10.813191,11.145056,11.478441,11.812464,398.58865,401.09235,402.14294,405.40079,408.28094,408.78299,398.65134,400.79465,402.94931,405.11612,407.29361,409.48087,"MULTIPOLYGON (((-65.34567202239583 -18.4178776176217, -65.33042039028619 -18.426068741999718, -65.3357574902927 -18.448180350821595, -65.30977283611549 -18.44296885226762, -65.28926367794043 -18.47400652191743, -65.29321826685617 -18.485910476348792, -65.27995205092533 -18.50828504415193, -65.24581824017481 -18.50599227317182, -65.23873726379594 -18.563013566639285, -65.24779759413728 -18.602925641806063, -65.22925017014484 -18.6129848803165, -65.215217874449 -18.671068082917795, -65.18649631439601 -18.718317786248747, -65.18140100360611 -18.742353457838234, -65.16436514485359 -18.770590882332744, -65.18569232220953 -18.799783759060144, -65.20598483175522 -18.807131790947377, -65.2410733309728 -18.800151524405138, -65.27041765690522 -18.76446213741556, -65.29085670438634 -18.80394647817452, -65.27436901739765 -18.840177689231236, -65.28077319827524 -18.85093590322512, -65.26773046852178 -18.90082105598417, -65.28419197221085 -18.93555112891561, -65.30523520246149 -18.96161419957329, -65.3195961418726 -18.963783513523275, -65.36554698622149 -18.947251378233915, -65.35275062661317 -18.92858548573026, -65.36995694859739 -18.91126357481408, -65.4016594559168 -18.903756770055683, -65.42079316677514 -18.879412298107066, -65.41726291924122 -18.862561126141202, -65.43429918800878 -18.821611139768493, -65.41653267012991 -18.779417094871864, -65.42917743999077 -18.748015616069896, -65.40061907945346 -18.701991375965775, -65.41453060456148 -18.689606232879427, -65.41913370701475 -18.663161222312453, -65.3934870616965 -18.656222404209743, -65.38338557468327 -18.63821365338493, -65.42269281692371 -18.604811590705125, -65.46205315082862 -18.60598981034932, -65.48602454980895 -18.59075367812992, -65.52555956299928 -18.528642179760375, -65.58470999608942 -18.498219047548883, -65.62380893713613 -18.50112345660545, -65.62331067769047 -18.463745332057947, -65.65547607599147 -18.44616269390079, -65.6842956098466 -18.41672178400628, -65.683520009034 -18.387153939395336, -65.69386300227092 -18.351932099651087, -65.67400493763358 -18.34736249641669, -65.66478017489241 -18.3624453012804, -65.61812028858465 -18.375866421935733, -65.59357551499217 -18.374147767578133, -65.54540610098968 -18.40437056028097, -65.53477173239644 -18.39213607061451, -65.50635310803325 -18.386777118799625, -65.48932245330167 -18.399957049844833, -65.44191359228034 -18.403566405172697, -65.39930039308041 -18.425592588136773, -65.36657450734317 -18.435416592802458, -65.34567202239583 -18.4178776176217)))"
